"rev_Mean","mou_Mean","totmrc_Mean","mou_Range","mou_cvce_Mean","mou_rvce_Mean","owylis_vce_Mean","mouowylisv_Mean","churn","totrev","avgrev","avg3mou","avg6mou","hnd_webcap","eqpdays","Customer_ID"
52.0575,352.25,52.5025,835,130.3833333,26.12,11.66666667,15.87666667,1,3111.91,60.2,191,622,"WCMB",278,1000234
42.49,368.75,42.49,29,156.0866667,80.71333333,19.66666667,11.58,1,3077.4,53.94,371,411,"WCMB",477,1000235
32.745,141.25,30,307,76.72,10.76666667,8,12.32333333,1,4180.74,85.33,131,73,"WC",964,1000236
124.515,593.5,101.925,267,178.1733333,91.21666667,10.66666667,12.9,1,1931.94,87.64,1196,1666,"WCMB",61,1000237
134.2975,730.75,139.99,423,352.4533333,373.44,37.66666667,36.92666667,0,4839.7,88.35,732,621,"WC",675,1000238
185.4975,3166.75,75,678,1018.723333,1003.14,109.3333333,139.82,1,7864.56,152.83,3142,2867,"WCMB",402,1000239
75,1.5,75,3,0.8,0,2,0.766666667,0,4284.61,78.53,2,1,"WC",799,1000240
47.5,255.5,50,270,203.3933333,11.52666667,23.66666667,20.69666667,1,3280.96,60.18,316,323,"WC",1088,1000241
82.2375,605,50,372,118.9066667,212.3866667,47.33333333,18.18333333,1,3294.59,65.84,651,542,"WCMB",299,1000242
114.4625,2035,75,1145,571.0966667,827.5266667,82.33333333,90.77666667,1,4841.61,91.98,1865,1774,"WCMB",80,1000243
34.395,399,32.49,249,196.9366667,79.64333333,15,15.14333333,0,2418.79,47.53,349,370,"WCMB",47,1000244
19.99,0.75,19.99,3,0.356666667,0.143333333,0,0,1,7918.65,159.84,1,79,"WC",768,1000245
53.69,143.5,49.99,212,20.97333333,40.53333333,7.666666667,10.46,0,3968.35,82.76,119,116,"WCMB",325,1000246
135.15,2489.25,84.99,2829,1062.47,831.39,162.6666667,140.57,1,6820.52,126.09,3022,2951,"WC",109,1000247
74.735,240.75,70,154,114.98,69.69,10,7.396666667,1,3972.85,75.01,264,290,"WCMB",578,1000248
103.5025,585.5,79.0325,561,256.5133333,191.9466667,12.66666667,9.833333333,1,2498.57,51.84,697,543,"WCMB",128,1000249
94.9925,1204.5,85,1274,413.9566667,440.5133333,39.33333333,38.89333333,0,5974.87,122.36,1466,1135,"WCMB",30,1000250
178.035,1755,57.12,3449,1605.293333,556.03,153.3333333,239.0966667,1,10160.96,188.23,2340,2650,"WCMB",408,1000251
180.115,496.75,154.99,866,158.2866667,34.93,7.666666667,9.196666667,1,7639.59,160.52,647,610,"WCMB",195,1000252
29.99,18.25,29.99,10,9.213333333,0.706666667,0,0,0,2330.92,47.38,20,22,"NA",1538,1000253
83.64,838,84.99,529,514.1133333,88.65666667,50.66666667,29.24,0,3601.46,71.37,875,880,"WCMB",239,1000254
104.4475,1250.5,75,852,380.5566667,398.96,4.666666667,3.88,1,6572.7,137.62,1430,1290,"WCMB",305,1000255
50.6875,145,49.99,177,97.10666667,11.42,7.333333333,6.296666667,1,2561.87,53.03,111,86,"NA",919,1000256
78.6375,960.75,75,115,475.0466667,186.6566667,125.6666667,169.2166667,1,3986.52,78.55,979,1114,"WCMB",643,1000257
75.7875,1099.75,75,601,430.8133333,385.1766667,31.66666667,35.40666667,1,3200.6,76.3,985,1222,"WCMB",361,1000258
37.0575,371.75,39.99,188,148.2466667,71.03,52.33333333,37.98,1,2633.29,65.35,347,344,"WCMB",519,1000259
38.4775,135.5,16.1225,348,140.81,61.33,13.33333333,31.28666667,1,1477.52,27.88,181,115,"NA",1644,1000260
88.7075,2214.75,84.99,830,314.9533333,1283.136667,82.66666667,68.92666667,0,3600.87,86.33,2090,2149,"WCMB",693,1000261
79.875,1085.5,75,188,317.02,470.6733333,60.66666667,70.4,1,3099.1,78.24,1048,1069,"WC",804,1000262
96.45,1027.25,50,269,266.27,541.8466667,24,36.17666667,0,3488.23,66.55,1080,983,"NA",1583,1000263
77.8075,503,63.3375,427,177.8133333,59.05,16.33333333,20.59333333,0,4342.88,83.18,545,527,"WCMB",75,1000264
50.575,432.25,50,251,207.1066667,29.99333333,12.66666667,12.07666667,0,2795.87,51.62,386,426,"WCMB",443,1000265
191.5625,1283,67.74,510,545.4933333,181.5733333,43,39.69333333,1,1702.37,111.19,1207,1041,"WCMB",39,1000266
92.115,79.5,94.99,133,7.73,0,1.666666667,3.53,1,4546.29,85.13,100,75,"WC",358,1000267
269.2825,1821.25,62.9775,2567,316.5733333,1112.89,80.33333333,41.21333333,1,5950.05,110.31,2254,1892,"WCMB",294,1000268
33.54,656,44.99,210,392.49,63.05666667,34,36.15,1,3750.49,77.83,652,626,"WCMB",431,1000269
96.09,889.75,84.99,1222,521.3166667,90.01666667,10,5.913333333,1,4779.75,87.64,1060,1052,"NA",957,1000270
63.2975,414.75,44.99,330,219.9933333,105.9133333,10,12.84666667,1,2497.87,50.48,363,302,"WCMB",293,1000271
48.985,188.5,49.99,264,130.5666667,52.52,8.666666667,15.68666667,1,987.55,47.94,152,321,"WCMB",90,1000272
41.05,264.25,35,255,118.5666667,137.9966667,25,27.17666667,1,3202.98,63.34,299,288,"WC",650,1000273
121,1332.75,75,1641,515.35,403.6,56,49.97333333,0,4691.51,86.54,1410,1599,"WCMB",115,1000274
125.2325,1104,60,808,739.8433333,264.96,28.33333333,27.37666667,1,5633.1,104.43,1248,1597,"WCMB",348,1000275
22.6275,15.25,29.99,49,4.533333333,0.183333333,1,1.316666667,1,1313.98,27.29,20,24,"NA",1471,1000276
39.5925,320.75,35,40,221.7933333,28.38,15.66666667,8.426666667,1,1934.78,40.48,317,316,"NA",881,1000277
78.6375,434.5,69.99,1160,292.7966667,203.9566667,26,28.48333333,1,4281,81.03,519,637,"WCMB",86,1000278
316.4725,3148,75,2427,1443.906667,789.3366667,77,95.01,1,8658.3,224.11,2816,3093,"WCMB",631,1000279
30.27,325.75,30,228,67.86,152.4533333,21.66666667,12.44333333,1,1775.28,38.16,377,369,"WC",566,1000280
29.99,14.5,29.99,31,12.05666667,1.866666667,0.666666667,1.12,1,1700.46,34.22,19,21,"NA",1531,1000281
59.2625,1175.25,52.0375,1879,687.88,498.6933333,94.33333333,37.87,1,4948.25,88.15,1566,1724,"WCMB",224,1000282
33.5325,204,29.99,88,90,31.83666667,8,4.48,1,4454.76,80.48,191,217,"WCMB",18,1000283
112.555,1107.25,83,2197,356.7466667,294.4066667,78,45.26666667,1,6235.64,124.02,1476,1498,"WCMB",96,1000284
81.735,678.25,75,381,93.31,20.25666667,7,9.543333333,1,4212.09,86.38,618,831,"WCMB",62,1000285
32.78,44,32.49,63,22.18,7.276666667,2.666666667,3.303333333,1,2237.41,47.72,55,73,"NA",953,1000286
126.97,914.75,105.07,734,500.3433333,69.33666667,61.33333333,150.3266667,1,4333.4,90.55,1052,975,"WCMB",226,1000287
20.125,11.5,20,18,1.666666667,2.986666667,0.333333333,0.173333333,0,1305.26,24.24,10,16,"NA",1638,1000288
49.99,772.25,59.99,1049,284.51,358.36,8.333333333,5.68,0,3817.33,73.18,943,614,"NA",547,1000289
30.7325,40.75,29.99,41,18.59666667,0.133333333,0.333333333,0.643333333,1,1473.06,29.77,48,52,"NA",647,1000290
56.24,229,50,420,64.38333333,50.54666667,6,2.73,1,3603.77,65.73,260,225,"NA",1144,1000291
75,796.5,75,289,275.7266667,207.58,11.33333333,8.216666667,1,3150.42,75.49,787,721,"NA",694,1000292
83.495,1129.5,75,216,450.03,430.4,52.66666667,61.49,0,4561.23,92.02,1099,975,"WCMB",284,1000293
29.99,46.5,29.99,38,33.04666667,1.433333333,0,0,1,1131.33,21.59,40,33,"NA",1441,1000294
53.69,477.75,59.99,183,234.9133333,87.18333333,40.33333333,38.69666667,0,4413.02,93.79,467,650,"WCMB",438,1000295
76.465,1262,75,375,464.13,366.5133333,67,38.42,0,4231.28,87.77,1284,1178,"WCMB",25,1000296
54.5125,492.75,50,326,0,0,0,0,1,2818.93,51.91,449,453,"WCMB",223,1000297
10,0,10,0,0,0,0,0,1,3048.34,56.84,0,13,"NA",1636,1000298
85.315,194.5,75,259,29.24666667,14.32,0.333333333,0.756666667,1,8772.57,165.44,212,251,"WC",1120,1000299
161.8825,2746.25,75,1046,666.0966667,1365.27,27.33333333,32.00333333,0,5637.34,115.87,2866,2975,"WCMB",241,1000300
159.04,2542.5,75,1059,920.44,765.2966667,285.3333333,385.75,1,5166.97,108.02,2618,2656,"WC",263,1000301
92.3,1621.75,75,578,738.62,566.9866667,75,141.2866667,0,4434.66,93.66,1740,1574,"WCMB",206,1000302
45.7325,205,41.99,142,51.08666667,73.72666667,2,2.626666667,1,2194.11,45.26,183,186,"NA",1250,1000303
98.8175,1684,75,1330,551.86,754.0733333,60,123.7833333,0,4335.08,86.22,1671,1648,"WCMB",314,1000304
35.305,307,34.99,329,223.4133333,0,0.333333333,5.993333333,0,1769.34,36.85,239,250,"NA",539,1000305
50.285,197,50,111,98.54,24.61333333,7.666666667,5.366666667,1,2101.01,53,176,168,"WCMB",308,1000306
105.3675,1206.5,75,520,618.3966667,28.73,56,34.02,0,4807.52,91.76,1162,1113,"WCMB",54,1000307
47.5,429.5,50,46,192.97,130.5333333,13.66666667,6.89,1,3524.42,65.01,440,387,"WCMB",6,1000308
45.2325,287,39.99,279,82.65333333,93.07,6,4.293333333,1,3680.56,78.67,288,322,"WC",253,1000309
105.7275,1610.75,92.99,1325,635.39,613.6566667,98,101.3,0,4981.19,104.26,1695,1903,"WCMB",19,1000310
163.92,2379.5,75,707,959.0033333,757.1133333,91,178.02,1,6208.5,130.23,2528,2604,"WCMB",217,1000311
51.625,409.25,50,155,255.0133333,59.23666667,20.66666667,22.09666667,0,2925.26,58.43,403,425,"WCMB",53,1000312
35.2275,78.75,34.98,80,34.03666667,19.8,9,7.046666667,1,1402.83,35.25,67,55,"WCMB",678,1000313
70.57,811,58,522,383.5466667,162.4,26.66666667,38.61,1,3140.37,62.43,693,675,"WCMB",95,1000314
86.25,0,83,0,0,0,0,0,1,5844.21,116.52,0,1147,"WCMB",468,1000315
150.75,2163,76.5275,644,846.9133333,760.4666667,126.6666667,123.4066667,1,5999.76,111.88,2178,2003,"WCMB",369,1000316
50.2875,178.75,50,178,113.8766667,20.58666667,7.666666667,3.816666667,1,2883.66,57.39,207,217,"NA",1222,1000317
529.6275,5863.25,202.005,1155,2248.93,1666.583333,343,549.39,0,12719.22,247.56,5828,5589,"WCMB",187,1000318
72.9175,592.5,69.5575,369,171.3733333,268.11,21.33333333,15.68333333,1,4085.68,79.85,581,857,"WCMB",195,1000319
19,7.25,19,10,2.75,0,0,0,0,1036.25,19.78,8,8,"NA",1206,1000320
76.84,1461.25,74.99,209,653.3666667,378.32,69.33333333,69.84,0,3889.9,98.07,1424,1332,"NA",446,1000321
80.9725,1270.25,86.98,598,432.0533333,572.75,37.33333333,32.15666667,0,6008.41,116.12,1161,1518,"WCMB",369,1000322
129.9225,1379.25,75,528,433.0066667,216.8966667,40.66666667,62.33666667,0,5094.4,106.14,1356,1491,"WCMB",35,1000323
99.4175,1239.25,84.99,1150,340.0033333,498.0566667,74,78.89,0,5394.27,108.37,1028,935,"WC",173,1000324
104.9775,1122,87.48,577,529.09,243.9466667,79.66666667,179.7733333,0,5093.85,109.1,1093,1244,"WCMB",198,1000325
35.34,78.25,20,104,33.45333333,17.50666667,0,0,1,1322.21,24.21,67,56,"NA",1462,1000326
32.0225,362.5,32.49,280,166.11,80.15666667,30.66666667,27,0,1971.57,41.36,350,277,"WCMB",691,1000327
74.09,456.75,79.99,416,247.16,67.53666667,10.66666667,6.173333333,0,3220.3,62.73,478,635,"WCMB",160,1000328
77.6475,1051.25,50,700,177.1,589.7566667,26,35.78,0,4326.05,83.78,1165,1225,"WCMB",246,1000329
23.24,4.75,19.99,4,7.67,0,2,2.753333333,1,9037.68,236.56,4,283,"WCMB",325,1000330
77.235,866.25,75,394,371.3966667,218,16.66666667,23.25666667,1,3425.81,91.79,868,1038,"WCMB",230,1000331
111.385,767.25,75,444,328.4333333,154.6166667,35.33333333,32.20333333,0,5103.11,110.26,848,1137,"WCMB",664,1000332
78.25,129.75,75,57,34.39333333,55.00666667,4.333333333,2.556666667,0,4169.7,79.75,135,144,"WCMB",438,1000333
202.4825,1541.75,59.99,388,337.2333333,598.6766667,51.33333333,33.76,1,3519.07,76.34,1586,1341,"WC",11,1000334
63.4825,439.25,29.99,55,199.6733333,115.5833333,11,8,1,4202.66,84.97,445,422,"WCMB",257,1000335
72,621.75,70,371,302.1033333,103.6533333,29,17.28333333,1,3102.06,69.93,607,743,"WCMB",239,1000336
37.0225,62,30,105,44.54333333,2.85,0.666666667,2.426666667,1,1689.98,32.04,47,33,"NA",1461,1000337
38.1675,214.5,29.99,305,91.23333333,5.986666667,4.666666667,3.993333333,1,1786.92,36.78,147,112,"NA",922,1000338
75.9225,281.75,75,497,191.6033333,69.11666667,4.333333333,2.96,1,3637.94,77.71,376,344,"NA",1084,1000339
79.185,1148.75,84.99,560,395.09,340.9833333,74,52.97333333,0,4798.47,88.44,1242,1237,"WCMB",417,1000340
112.675,2011.25,104.99,197,934.74,585.8433333,223.6666667,423.28,0,6648,124.1,2010,1943,"WCMB",194,1000341
90.925,1560,75,671,832.3533333,332.5033333,44.66666667,86.80333333,0,5251.64,110.95,1681,1544,"WCMB",192,1000342
145.1525,1133.5,149.99,255,550.0533333,240.9666667,148.6666667,170.3466667,0,9504.92,192.13,1150,1462,"WCMB",378,1000343
51.715,763.5,69.99,433,282.7466667,256.3566667,37.33333333,29.80333333,0,2735.6,57,769,862,"NA",181,1000344
87.6225,1065.5,75,577,389.87,341.3133333,27,15.60333333,0,3499.34,69.73,1066,1068,"WCMB",317,1000345
114.6925,794.75,119.99,308,386.8266667,64.94666667,43.66666667,30.12,1,3396.97,79.12,748,902,"NA",1628,1000346
129.4325,1387.5,94.99,781,574.1666667,154.06,156,151.9733333,0,4643.68,96.59,1205,1064,"WCMB",123,1000347
33.63,68.25,29.99,12,41.6,0.633333333,3.666666667,2.85,0,1424.26,30.19,67,74,"WCMB",74,1000348
86.775,1320.75,75,1086,940.41,189.53,49,146.5466667,1,4454.32,85.37,1514,1454,"NA",583,1000349
37.2,807,37.5,1070,223.67,438.47,16.66666667,10.71333333,1,4903.09,92.39,1058,1280,"NA",36,1000350
67.1375,697.5,48.75,634,120.3033333,307.77,6.333333333,12.27333333,0,4011.96,77.12,590,821,"WCMB",435,1000351
64.985,310.75,69.99,139,110.9166667,93.48666667,34.33333333,36.06,1,2975.09,62.68,333,427,"WCMB",238,1000352
99.0375,1112,59.99,874,408.9933333,506.4966667,37.33333333,74.61666667,0,3525.28,73.55,1200,973,"WCMB",48,1000353
10,6.5,10,16,0,0,0,0,1,1989.04,48.99,9,16,"NA",431,1000354
68.315,378.25,60,431,134.86,77.58333333,24,17.39,0,3153.28,66.78,374,506,"WCMB",32,1000355
49.2,173,47.58,195,92.78333333,39.38666667,5,8.526666667,0,2605.33,52.08,213,226,"WCMB",89,1000356
74.3675,585.25,80.8775,174,258.0566667,181.0233333,18.66666667,23.39666667,0,4058.92,78.95,560,897,"WCMB",632,1000357
102.6175,1417,75,538,713.8966667,109.2,94,54.79666667,0,4675.58,90.78,1424,1299,"WC",429,1000358
20,16,20,38,5.513333333,0.19,0.333333333,0.74,0,1129.35,22.79,8,6,"NA",1517,1000359
83.67,1141.25,75,754,262.7633333,449.9433333,14.33333333,6.786666667,0,4156.3,84.22,1151,1039,"WC",631,1000360
96.3,1027.5,84.99,414,385.74,282.04,53.66666667,44.3,0,4384.88,88.5,999,1040,"WCMB",502,1000361
72.7075,536.5,50,405,183.6733333,159.18,34,35.61666667,1,2623.58,63.87,525,575,"WCMB",437,1000362
47.49,532.5,49.99,287,225.27,212.82,33.66666667,33.06333333,1,3323.84,63.68,596,592,"WCMB",684,1000363
95,1592.25,75,436,704.3966667,275.01,141.6666667,107.7766667,0,6723.69,127.71,1522,1580,"WCMB",182,1000364
112.0625,2311,80,686,1074.44,359.3833333,48,24.36,0,4776.17,101.57,2355,2520,"WCMB",30,1000365
91.8375,690.5,75,432,346.5033333,99.92,62,42.63333333,1,4538.73,87.69,736,682,"WC",1001,1000366
40,184.25,40,109,92.53333333,76.67333333,12.33333333,9.61,0,1698.51,42.07,179,188,"WCMB",510,1000367
86.2975,413.5,75,345,158.5533333,118.8966667,24.66666667,17.87666667,1,3902.14,86.32,351,316,"WCMB",456,1000368
65.9025,889.25,56.98,400,553.1233333,217.66,104.3333333,94.38333333,0,4637.83,84.51,943,1017,"WCMB",555,1000369
80.65,966.25,75,255,339.57,231.52,54.33333333,42.47,0,4798.08,125.04,976,1127,"WCMB",145,1000370
46.7625,221.75,44.99,231,157.2166667,27.15,4.333333333,2.46,1,2962.26,53.19,252,199,"WCMB",259,1000371
38.535,162.5,37.99,164,58.11666667,27.81,14.33333333,13.07333333,1,2428.12,59.96,182,155,"NA",841,1000372
113.7125,551.25,41.28,704,199.4366667,156.4033333,26.33333333,11.41666667,1,2201.23,41.69,607,456,"WCMB",474,1000373
117.1025,1077.25,67.3225,1059,505.48,464.8366667,80.33333333,117.01,1,1308.71,69.84,1219,896,"WCMB",103,1000374
108.8375,811.5,90.03,419,347.68,238.5166667,16.66666667,34.64333333,1,4559.37,95.81,895,877,"WCMB",100,1000375
79.875,1130.25,75,329,273.49,620.7466667,26,29.10666667,0,6370.52,122.4,1144,1040,"WCMB",448,1000376
5,0,5,0,0,0,0,0,1,4239,78.66,0,0,"NA",1622,1000377
50.98,255.5,49.99,261,112.85,38.84333333,15,11.16666667,1,2932.51,58.66,222,175,"NA",228,1000378
213.35,1471.25,118.115,617,0,0,0,0,0,5364.54,135.32,1445,1316,"WCMB",104,1000379
51.9025,201.5,23.5475,255,80.46666667,103.5866667,9.333333333,5.146666667,0,1957.77,35.94,247,207,"WC",861,1000380
134.5725,2057.5,75,177,697.2066667,772.1366667,47.33333333,88.40666667,0,4332.39,87.58,2090,1774,"WCMB",569,1000381
110.89,1313.75,75,523,522.2533333,448.9033333,29.66666667,38.04666667,0,8003.03,161.75,1288,1679,"WCMB",174,1000382
77.2575,428.5,34.98,1419,238.5133333,23.72666667,20,22.68333333,0,2279.79,50.57,83,108,"WCMB",13,1000383
74.2125,651,75,233,377.2366667,103.9466667,83,87.82666667,1,3769.08,72.97,653,607,"WCMB",686,1000384
111.0975,1935.75,75,380,644.6166667,524.84,35.33333333,34.55333333,1,5793.59,118.6,1942,1928,"WCMB",290,1000385
81.345,1008.5,75,197,316.0766667,300.14,23,9.883333333,1,4006.59,81.83,1025,1071,"WCMB",470,1000386
116.715,1341.25,54.99,1957,780.96,494.61,42.66666667,116.4133333,1,5827.73,112.89,1788,2066,"WCMB",530,1000387
28.6775,73.25,20,33,59.67666667,1.36,4,2.903333333,1,1097.44,21.96,72,63,"NA",998,1000388
75.195,296.5,75,758,69.63333333,144.5,8.666666667,18.78666667,1,4750.17,95.36,273,995,"WCMB",52,1000389
57.3925,392,42.1675,277,185.66,88.1,7.333333333,8.19,0,3476.1,89.09,398,455,"NA",619,1000390
38.93,147.25,29.99,319,47.35,45.71,1.333333333,0.386666667,0,4496.76,107.33,145,273,"WC",644,1000391
20.88,3.25,20.88,8,1.626666667,0.673333333,0,0,0,1742.94,40.82,3,12,"WCMB",311,1000392
54.6,267.75,29.99,31,151.89,11.94666667,10.66666667,12.71,1,2997.31,66.69,269,234,"NA",1451,1000393
107.3525,1677,75,620,779.3733333,376.1433333,53,80.62333333,1,4092.15,82.13,1576,1498,"NA",572,1000394
93.7,1509.25,75,1088,654.24,504.4533333,22.66666667,19.33,0,4321.88,82.85,1559,1477,"WCMB",582,1000395
76.21,862.75,50,144,433.8633333,240.5866667,37.66666667,65.90333333,0,3090.92,58.27,837,862,"NA",1511,1000396
77.4,647,59.99,631,402.6366667,133.9066667,5.333333333,3.096666667,1,2696.02,62.4,798,731,"WCMB",646,1000397
28.745,90,29.99,67,36.04666667,29.35,10.66666667,6.883333333,1,1430.15,30.11,100,130,"WC",616,1000398
124.74,410.75,75,331,136.6233333,86.81333333,24,20.70333333,1,5145.54,109.81,437,396,"WCMB",320,1000399
96.335,1852.5,75,239,745.16,480.3666667,39,36.41,1,5749.66,113.06,1849,1932,"NA",247,1000400
48.985,481.5,44.99,409,284.0066667,110.5766667,12.66666667,8.42,0,2027.59,42.78,400,345,"WCMB",183,1000401
35.2525,279.25,39.99,247,195.2966667,43.56666667,10.33333333,16.96666667,1,2493.09,63.28,255,244,"WCMB",477,1000402
187.3475,1363,75,1266,592.89,262.2633333,93.33333333,83.07,0,6954.07,136.62,1597,1050,"WCMB",13,1000403
60.3425,392.25,29.99,173,219.91,52.78333333,33,23.53666667,1,2784.73,59.86,423,340,"NA",1179,1000404
48.89,44.75,47.2425,174,14.17,0.166666667,0.333333333,0.09,1,2821.98,59.31,60,140,"NA",575,1000405
122.7775,2567.75,80,735,938.2966667,766.8766667,105,103.8833333,0,5703.32,121.3,2611,2584,"WC",647,1000406
32.5675,91.5,25,105,32.62333333,13.97666667,2.666666667,1.07,0,1314.86,28.1,82,100,"WCMB",403,1000407
5,0,5,0,0,0,0,0,1,3281.86,63.39,0,0,"WCMB",511,1000408
98.24,930,104.99,294,263.19,359.51,61,77.67333333,0,4218.23,81.46,999,967,"WC",822,1000409
110.7,2185.25,81.31,680,950.27,500.7366667,84,67.21666667,0,4767.07,100.94,2320,2082,"WCMB",68,1000410
45.4025,288.75,44.99,137,101.14,92.56666667,21.33333333,14.46,0,2583.41,51.47,290,275,"WCMB",389,1000411
37.565,430.25,37.49,218,260.9666667,14.64333333,5,4.65,0,3051.04,56.35,392,394,"WCMB",256,1000412
87.71,1730,75,341,546.7666667,708.2966667,46.33333333,57.31666667,0,3057.68,83.46,1740,1683,"WCMB",239,1000413
106.075,751.75,59.99,684,391.3966667,175.9466667,28.33333333,46.53666667,0,3919,81.73,839,642,"WCMB",528,1000414
25.215,0.25,24.99,1,0,0,0,0,1,801.13,21.81,0,4,"NA",1447,1000415
76.1225,576.75,84.99,419,173.71,126.0766667,16.66666667,9.266666667,0,3294.84,80.51,610,707,"WCMB",166,1000416
29.685,48,29.99,192,13.28,6.43,4,2.356666667,1,2599.42,49.79,64,50,"WCMB",373,1000417
100.105,1114.75,74.99,610,445.72,358.4633333,28.66666667,39.13,0,3916.21,81.99,1209,1106,"WCMB",243,1000418
29.99,4.5,29.99,10,4.093333333,0,0.666666667,0.02,1,1541.28,29,6,15,"NA",875,1000419
74.22,749.5,22.4925,1589,158.61,128.3966667,24.33333333,51.34,1,2837.29,56.13,733,2621,"WCMB",313,1000420
92.59,608,50,145,251.1766667,84.76,15.33333333,15.46333333,0,4283.2,87.33,633,601,"WCMB",652,1000421
83.5775,879.25,96.7775,695,238.16,295.13,34,21.64666667,0,4082.63,76.74,864,836,"WC",16,1000422
74.955,691.5,70.795,526,311.2766667,97.18,17,20.30333333,1,4053.38,82.99,786,1019,"WC",698,1000423
11.455,183.75,30,149,44.73,41.99666667,14,5.133333333,0,1480.89,29.97,201,140,"WCMB",410,1000424
89.01,1658.5,76.99,626,685.56,484.1133333,49,47.52666667,0,6226.85,128.72,1674,1800,"WCMB",702,1000425
283.615,2597,70.8125,3899,1758.096667,567.0366667,191,576.0366667,1,7069.57,134.46,3404,2980,"WCMB",217,1000426
167.105,1790.25,159.99,456,959.89,186.42,41,34.18333333,0,6896.36,136.81,1808,2162,"WCMB",556,1000427
30.26,187.5,29.99,50,92.05666667,12.45333333,15,9.843333333,0,1324.63,28.86,184,202,"WCMB",304,1000428
30.485,47.25,29.99,67,36.21666667,5.986666667,3.666666667,3.383333333,1,3997.36,78.01,50,27,"NA",1554,1000429
88.7825,617,50,524,332.6433333,60.96666667,22.66666667,44.22333333,1,2263.58,48.76,582,507,"WCMB",340,1000430
80.0875,1322,83,594,371.44,480.4266667,39.66666667,36.46333333,1,4376.74,87.61,1325,1283,"NA",142,1000431
265.5375,2625.75,75,1555,743.7866667,670.6033333,99.33333333,55.32666667,1,4522.16,108.25,2533,2272,"WCMB",117,1000432
99.605,1513.5,80,892,381.7566667,540.8633333,156.6666667,106.6466667,0,4585.45,90.24,1422,1626,"WCMB",331,1000433
43.7775,289.75,49.99,229,114.9,84.67333333,4.333333333,2.28,1,3125.76,60.87,305,325,"WCMB",430,1000434
49.99,228.5,49.99,299,83,97.83,5,5.45,0,3121.97,60.12,269,221,"NA",1554,1000435
72.5375,885.5,59.99,674,448.5033333,232.3133333,40,64.48333333,0,4215.59,79.04,1001,950,"WC",402,1000436
25.04,44.5,20,25,19.84666667,3.35,3.333333333,1.99,1,1211.15,24.65,50,40,"NA",1088,1000437
35.125,834,19.99,3223,709.24,630.1,56,46.34,1,6004.3,113.03,1112,2062,"WCMB",135,1000438
75.665,938,94.99,597,362.5866667,245.25,92.33333333,132.2866667,0,2785.71,76.26,950,1023,"WCMB",198,1000439
55.98,403,50,211,110.3033333,221.63,21,28.04333333,1,3267.83,61.07,422,575,"NA",1264,1000440
7.5,3.25,10,11,0.21,0,0,0,1,3698.51,72.71,4,2,"WCMB",588,1000441
191.6625,1763.75,109.99,658,0,0,0,0,1,6943.66,132.29,1720,1384,"WCMB",439,1000442
37.3475,114.5,32.49,87,69.73333333,7.143333333,7,7.006666667,0,2226.29,47.64,134,115,"WCMB",494,1000443
67.275,602.5,50,501,234.7033333,190.4066667,44,48.01,1,4478.24,91.38,654,1077,"WCMB",204,1000444
196.2825,2134,100,2194,1027.636667,948.7733333,177.3333333,141.5833333,1,6983.99,138.62,2643,2371,"WCMB",280,1000445
64.8,479,50,785,252.74,107.35,14.66666667,18.61,1,2706.14,56.94,591,540,"NA",172,1000446
17.145,3.25,16.99,1,2.233333333,0,0,0,1,861.64,18.06,3,5,"NA",1444,1000447
124.065,2955,81.99,822,891.8433333,1084.37,126,261.8533333,0,4428.9,87.44,2868,2608,"WCMB",195,1000448
80.2825,1245.25,68.295,343,0,0,0,0,0,6847.28,140.6,1299,1423,"WC",285,1000449
25.92,35.5,19.99,25,11.92333333,7.046666667,1,0.393333333,1,1312.7,27.95,37,33,"NA",1444,1000450
100.05,820.25,84.99,253,295.21,273.38,22.66666667,19.09666667,0,4945.86,104.03,820,774,"WC",686,1000451
55.945,386,50,551,186.25,48.18333333,9,11.90333333,1,2862.28,57.01,437,350,"WCMB",541,1000452
47.98,200.75,52.41,108,89.17333333,51.19,17.66666667,21.08666667,1,2809.27,57.49,184,282,"WCMB",334,1000453
99.575,1058,75,826,433.4066667,324.0966667,43.66666667,67.14333333,0,7430.97,160.65,1074,978,"NA",702,1000454
61.025,133.75,69.99,193,90.75333333,7.95,5.333333333,5.526666667,0,2439.62,48.03,138,349,"WC",767,1000455
107.83,708.75,94.99,188,289.5066667,121.8566667,17.66666667,15.73333333,0,4782.02,102.61,697,656,"WCMB",35,1000456
147.4625,3280.25,80,1130,1338.503333,1034.063333,112,217.43,0,8067.76,192.87,3185,2965,"WC",1,1000457
38.885,227.25,44.99,202,65.71333333,64.82,11.33333333,8.2,0,2861.88,55.04,186,243,"WCMB",217,1000458
70.7125,369,50,159,145.1633333,56.81,21.33333333,12.59333333,1,2739.21,61.24,371,322,"WCMB",416,1000459
43.8275,409,42.49,577,180.5466667,95.92,40,48.15333333,1,2715,57.74,505,570,"NA",1442,1000460
74.5175,817.25,35.99,261,502.4966667,156.1533333,38.33333333,56.33333333,0,6372.55,124.05,863,764,"WCMB",90,1000461
45.4275,541.75,34.99,409,307.5166667,100.2333333,10.66666667,10.03666667,1,1955.13,42.99,622,475,"NA",1287,1000462
203.9725,2845.25,75,1498,1196.076667,616.8733333,263.3333333,539.7133333,0,7596.95,143.95,2995,2530,"WCMB",140,1000463
